Number,Name,Comments,State,Labels,Created,Closed,Url
1781,#1781_Remove_ENDSTOPPULLUPS_option,2,closed,['PR: Improvement'],2015-04-01 23:57:54+00:00,2016-04-23 11:32:20+00:00,https://github.com/MarlinFirmware/Marlin/issues/1781
1791,#1791_Get_rid_of_mm_min_speeds_,15,closed,['PR: Improvement'],2015-04-03 15:34:18+00:00,2016-04-23 11:32:06+00:00,https://github.com/MarlinFirmware/Marlin/issues/1791
1793,#1793_Marlin_runs_RUMBA_-_Problems_with_the_E2_control,35,closed,"['Bug: Confirmed !', 'Needs: Work']",2015-04-03 17:40:24+00:00,2016-04-23 11:31:52+00:00,https://github.com/MarlinFirmware/Marlin/issues/1793
1799,#1799_Proposed_menu_change__Move_power_options_to_root_menu,9,closed,"['T: Feature Request', 'Needs: More Data']",2015-04-04 03:49:02+00:00,2016-05-04 13:30:41+00:00,https://github.com/MarlinFirmware/Marlin/issues/1799
1806,"#1806_When_doing_PID_Autotune,_Error_Line_Number_is_not_last_Line_Number+1,_Last_Line__xxx_causes_PID_auto",7,closed,['Bug: Potential ?'],2015-04-04 07:59:27+00:00,2015-11-24 03:00:05+00:00,https://github.com/MarlinFirmware/Marlin/issues/1806
1807,#1807_Adding_support_of_84x48_LCDs,23,closed,"['T: Feature Request', 'C: Boards/Pins']",2015-04-04 10:23:46+00:00,2015-06-29 11:35:04+00:00,https://github.com/MarlinFirmware/Marlin/issues/1807
1815,#1815_Raise_Z_befor_moving_to_Z_SAFE_HOMING,12,closed,['T: Feature Request'],2015-04-04 14:26:20+00:00,2016-04-25 20:20:16+00:00,https://github.com/MarlinFirmware/Marlin/issues/1815
1816,#1816_Board_locks_up_with_beeper_frequency_duration__131ms,17,closed,"['Bug: Confirmed !', 'Needs: Work']",2015-04-04 15:59:34+00:00,2015-11-06 10:33:18+00:00,https://github.com/MarlinFirmware/Marlin/issues/1816
1824,"#1824_RRD_Full_Graphics_Displays,_Displays_marlin_splash_screen_whenever_knob_is_turned_instead_of_moving_",22,closed,"['Bug: Potential ?', 'Needs: More Data']",2015-04-05 14:54:30+00:00,2015-10-05 23:59:50+00:00,https://github.com/MarlinFirmware/Marlin/issues/1824
1826,#1826_Add_a_hard_coded_code_to_wipe_EPROM_with_zeros,29,closed,['T: Feature Request'],2015-04-05 23:19:04+00:00,2015-06-29 11:41:31+00:00,https://github.com/MarlinFirmware/Marlin/issues/1826
1835,#1835_Auto_Z_PROBE_OFFSET_FROM_EXTRUDER,4,closed,['T: Feature Request'],2015-04-06 06:44:24+00:00,2016-03-16 23:02:12+00:00,https://github.com/MarlinFirmware/Marlin/issues/1835
1841,#1841_Feature_request__Save_printer_settings_on_sd_card,9,closed,['T: Feature Request'],2015-04-07 04:08:01+00:00,2016-05-04 13:30:46+00:00,https://github.com/MarlinFirmware/Marlin/issues/1841
1843,#1843_status_screen_show_Z_to_2_places,2,closed,"['T: Feature Request', 'PR: Improvement']",2015-04-07 09:39:44+00:00,2015-06-29 11:43:03+00:00,https://github.com/MarlinFirmware/Marlin/issues/1843
1851,#1851_Errors_on_delta_printers__move_coordinates_from_menu,9,closed,"['T: Feature Request', 'C: Boards/Pins']",2015-04-08 03:30:23+00:00,2016-05-04 13:30:51+00:00,https://github.com/MarlinFirmware/Marlin/issues/1851
1854,#1854_Error__from_menu_when_i_press_AUTO_HOME_and_go_up_to_level_i_see_2_Settings_menu,9,closed,['Bug: Confirmed !'],2015-04-08 03:40:44+00:00,2015-11-06 11:52:46+00:00,https://github.com/MarlinFirmware/Marlin/issues/1854
1855,#1855_Request__language_settings_in_menu,4,closed,"['T: Feature Request', 'C: Language']",2015-04-08 03:42:04+00:00,2015-06-29 11:47:37+00:00,https://github.com/MarlinFirmware/Marlin/issues/1855
1856,#1856_Error__delta_printer_endstops_not_working,6,closed,['Bug: Confirmed !'],2015-04-08 03:46:28+00:00,2016-04-23 11:31:40+00:00,https://github.com/MarlinFirmware/Marlin/issues/1856
1859,#1859_Cold_extrusion_misbehavior,9,closed,['Bug: Confirmed !'],2015-04-08 04:33:37+00:00,2015-06-29 11:49:07+00:00,https://github.com/MarlinFirmware/Marlin/issues/1859
1869,#1869_DELTA_CALIBRATION_MENU_should_be_used_DELTA_PRINTABLE_RADIUS,2,closed,"['T: Feature Request', 'Needs: Work']",2015-04-08 23:30:10+00:00,2016-03-19 07:22:19+00:00,https://github.com/MarlinFirmware/Marlin/issues/1869
1880,#1880_Request__All_calibration_menu_need_to_put_into_prepare_calibration,3,closed,"['T: Feature Request', 'Needs: More Data']",2015-04-09 11:46:34+00:00,2016-05-04 13:30:57+00:00,https://github.com/MarlinFirmware/Marlin/issues/1880
1881,#1881_Request__level_bed_homing_and_mesh_level_bed_make_the_tree_structure_as_the_rest_of_the_menu_items,6,closed,['T: Feature Request'],2015-04-09 11:51:13+00:00,2016-05-04 13:31:01+00:00,https://github.com/MarlinFirmware/Marlin/issues/1881
1885,"#1885_Possible_Servo_problem,_with_workaround",53,closed,"['Bug: Confirmed !', 'Needs: Work']",2015-04-10 04:54:52+00:00,2015-09-25 13:15:41+00:00,https://github.com/MarlinFirmware/Marlin/issues/1885
1889,#1889_How_git_can_help_us,16,closed,"['PR: Improvement', 'Needs: More Data', 'C: Documentation']",2015-04-11 00:12:01+00:00,2016-04-23 11:31:28+00:00,https://github.com/MarlinFirmware/Marlin/issues/1889
1894,#1894_Z_PROBE_OFFSET_FROM_EXTRUDER_not_working,11,closed,['Bug: Confirmed !'],2015-04-11 12:42:48+00:00,2015-08-03 10:18:32+00:00,https://github.com/MarlinFirmware/Marlin/issues/1894
1900,#1900_Babystepping_does_not_work_with_DRV8825_stepper_drivers,28,closed,"['Bug: Confirmed !', 'Needs: More Data']",2015-04-13 07:14:12+00:00,2015-07-18 00:09:42+00:00,https://github.com/MarlinFirmware/Marlin/issues/1900
1905,#1905_Organization_&_Governance,42,closed,"['T: Feature Request', 'Needs: More Data']",2015-04-13 21:57:41+00:00,2016-05-04 13:31:09+00:00,https://github.com/MarlinFirmware/Marlin/issues/1905
1911,#1911_cant_disable_zmax_endstop_for_enabling_Z2min,3,closed,['Bug: Confirmed !'],2015-04-14 10:21:11+00:00,2015-09-25 13:45:40+00:00,https://github.com/MarlinFirmware/Marlin/issues/1911
1916,#1916_Marlin_stretches_the_layer_on_the_z-Axis,4,closed,['Bug: Potential ?'],2015-04-15 07:57:07+00:00,2015-09-25 12:55:37+00:00,https://github.com/MarlinFirmware/Marlin/issues/1916
1929,#1929_max_e_jerk_is_ignored_for_E_only_moves_if_max_xy_jerk_is_less,10,closed,"['Bug: Confirmed !', 'Needs: Work']",2015-04-17 01:04:58+00:00,2016-04-23 11:31:13+00:00,https://github.com/MarlinFirmware/Marlin/issues/1929
1934,#1934_Dangerous_homing_behavior_on_Delta_with_Z-Probe_triggered,14,closed,"['Bug: Confirmed !', 'Needs: Work']",2015-04-17 23:43:28+00:00,2015-11-06 09:54:58+00:00,https://github.com/MarlinFirmware/Marlin/issues/1934
1948,#1948_FILRUNOUT,17,closed,"['T: Feature Request', 'Needs: Work']",2015-04-21 07:09:36+00:00,2016-05-04 13:31:14+00:00,https://github.com/MarlinFirmware/Marlin/issues/1948
1950,#1950_x_axis__works_incorrectly_&_Setup_steps___mm,28,closed,['Needs: More Data'],2015-04-21 09:12:04+00:00,2015-09-25 12:52:44+00:00,https://github.com/MarlinFirmware/Marlin/issues/1950
1971,#1971_total_print_time_(_again_),19,closed,['T: Feature Request'],2015-04-26 14:05:26+00:00,2016-05-04 13:46:24+00:00,https://github.com/MarlinFirmware/Marlin/issues/1971
1976,#1976_Move_Axis_options_(feature_request),20,closed,"['T: Feature Request', 'Needs: Work']",2015-04-27 08:12:22+00:00,2016-05-04 13:31:18+00:00,https://github.com/MarlinFirmware/Marlin/issues/1976
1978,#1978_Improve_G29_topology_report_to_include_topology_after_corrections_,20,closed,['T: Feature Request'],2015-04-27 14:24:20+00:00,2015-09-25 12:53:48+00:00,https://github.com/MarlinFirmware/Marlin/issues/1978
1980,#1980_main_fan_stops_at_low_PWM_speeds,3,closed,"['T: Feature Request', 'Bug? False Alarm']",2015-04-27 22:31:58+00:00,2015-09-25 12:31:32+00:00,https://github.com/MarlinFirmware/Marlin/issues/1980
1990,#1990_Mulitple_extruders_on_one_stepper_motor,8,closed,"['T: Feature Request', 'Needs: Work', 'C: Boards/Pins']",2015-04-28 14:30:19+00:00,2016-05-04 13:31:23+00:00,https://github.com/MarlinFirmware/Marlin/issues/1990
1994,#1994_EEPROM_needs_structure,12,closed,"['T: Feature Request', 'PR: Improvement', 'Needs: Work', 'Needs: More Data']",2015-04-29 07:25:25+00:00,2016-05-04 13:31:27+00:00,https://github.com/MarlinFirmware/Marlin/issues/1994
1996,#1996_Code_Sprints_-_Anyone_,13,closed,['T: Development'],2015-04-29 08:54:01+00:00,2015-06-29 11:56:02+00:00,https://github.com/MarlinFirmware/Marlin/issues/1996
2000,#2000_Recover_from_communication_glitches,59,closed,['T: Feature Request'],2015-04-30 01:26:21+00:00,2016-05-04 13:31:32+00:00,https://github.com/MarlinFirmware/Marlin/issues/2000
2003,#2003_Need_a_pause_button,14,closed,['T: Feature Request'],2015-04-30 19:49:56+00:00,2015-05-02 04:45:11+00:00,https://github.com/MarlinFirmware/Marlin/issues/2003
2009,#2009_No_move_after_homing,21,closed,"['Bug: Potential ?', 'Needs: More Data']",2015-05-02 16:16:42+00:00,2015-09-25 12:39:20+00:00,https://github.com/MarlinFirmware/Marlin/issues/2009
2010,#2010_Extruder_motor_eventually_stops_working,4,closed,"['Bug: Potential ?', 'Needs: More Data']",2015-05-03 21:44:55+00:00,2015-09-25 13:55:03+00:00,https://github.com/MarlinFirmware/Marlin/issues/2010
2014,#2014_[Request]_Stop_changing_serial_commands_and_messages_on_a_whim,86,closed,['C: Documentation'],2015-05-04 10:24:31+00:00,2015-10-12 03:48:22+00:00,https://github.com/MarlinFirmware/Marlin/issues/2014
2023,#2023_Better_handling_of_SDCARDDETECT_-1,16,closed,"['T: Feature Request', 'Needs: Work', 'C: Boards/Pins']",2015-05-05 16:45:00+00:00,2016-05-04 13:31:37+00:00,https://github.com/MarlinFirmware/Marlin/issues/2023
2024,#2024_Bed_thermistor_malfunction_behavior,9,closed,"['Bug: Potential ?', 'Needs: More Data']",2015-05-05 17:02:28+00:00,2015-07-18 00:16:13+00:00,https://github.com/MarlinFirmware/Marlin/issues/2024
2025,#2025_Hotend_thermistor_malfunction_behavior,26,closed,"['Bug: Potential ?', 'Needs: More Data']",2015-05-05 18:10:53+00:00,2015-07-18 00:27:39+00:00,https://github.com/MarlinFirmware/Marlin/issues/2025
2028,#2028_The_RepRap_Standards_Consortium,72,closed,"['Needs: More Data', 'C: Documentation', 'T: Development']",2015-05-06 23:30:33+00:00,2016-04-23 11:30:32+00:00,https://github.com/MarlinFirmware/Marlin/issues/2028
2031,#2031_Step_for_second_extruder,32,closed,"['T: Feature Request', 'C: Boards/Pins']",2015-05-07 16:01:08+00:00,2015-10-13 23:23:23+00:00,https://github.com/MarlinFirmware/Marlin/issues/2031
2040,#2040_Homing_&_Leveling_Bugs,293,closed,"['Bug: Confirmed !', 'Needs: Work', 'Needs: More Data']",2015-05-09 04:44:44+00:00,2015-08-03 10:07:14+00:00,https://github.com/MarlinFirmware/Marlin/issues/2040
2042,#2042_small_request_add_bed_time_limits,2,closed,"['T: Feature Request', 'Needs: More Data']",2015-05-09 19:42:14+00:00,2016-05-04 13:31:42+00:00,https://github.com/MarlinFirmware/Marlin/issues/2042
2049,#2049_Bed_twist_compensation,12,closed,"['PR: Improvement', 'Needs: Work']",2015-05-10 19:47:16+00:00,2016-04-23 11:29:42+00:00,https://github.com/MarlinFirmware/Marlin/issues/2049
2051,#2051_Mightyboard_support,65,closed,"['T: Feature Request', 'Needs: Work', 'C: Boards/Pins']",2015-05-11 03:00:55+00:00,2016-05-04 13:37:10+00:00,https://github.com/MarlinFirmware/Marlin/issues/2051
2066,#2066_Thermistors_malfunction_tests_results,72,closed,"['PR: Improvement', 'Needs: Work']",2015-05-12 17:53:29+00:00,2016-04-23 04:37:12+00:00,https://github.com/MarlinFirmware/Marlin/issues/2066
2071,#2071_X-Endstop_Homing_not_working,80,closed,['C: Configuration'],2015-05-13 18:56:18+00:00,2015-05-15 02:40:09+00:00,https://github.com/MarlinFirmware/Marlin/issues/2071
2085,#2085_[FR]_Recover_from_Power-loss,104,closed,"['T: Feature Request', 'PR: Improvement', 'Needs: Work', 'Needs: More Data']",2015-05-15 17:24:11+00:00,2018-11-05 11:18:06+00:00,https://github.com/MarlinFirmware/Marlin/issues/2085
2090,#2090_Documentation_writers_needed,83,closed,"['Bug? False Alarm', 'C: Documentation']",2015-05-16 10:26:25+00:00,2016-04-23 11:29:17+00:00,https://github.com/MarlinFirmware/Marlin/issues/2090
2091,#2091_Feature_request__Bed_PID_options_in_the_LCD_menu,2,closed,"['T: Feature Request', 'Needs: Work']",2015-05-16 10:55:10+00:00,2016-05-04 13:31:47+00:00,https://github.com/MarlinFirmware/Marlin/issues/2091
2102,#2102_Hardware_supported_by_the_community_and_HW_supported_by_vendors_in_own_fork,43,closed,"['Needs: More Data', 'C: Documentation', 'C: Boards/Pins', 'T: Development']",2015-05-17 10:06:52+00:00,2016-04-23 11:28:48+00:00,https://github.com/MarlinFirmware/Marlin/issues/2102
2109,#2109_Bed_level_probe_not_moving_in_X_or_Y_axis_,50,closed,"['Needs: Work', 'C: Documentation']",2015-05-18 07:55:58+00:00,2015-11-10 22:45:25+00:00,https://github.com/MarlinFirmware/Marlin/issues/2109
2112,#2112_PID_Autotune_Last_Line_Number_Error,25,closed,['Bug: Confirmed !'],2015-05-18 13:44:03+00:00,2015-07-18 00:34:22+00:00,https://github.com/MarlinFirmware/Marlin/issues/2112
2121,#2121_Marlin_branching_scheme_-_proposal,21,closed,"['C: Documentation', 'T: Development']",2015-05-18 23:19:56+00:00,2015-10-12 04:00:39+00:00,https://github.com/MarlinFirmware/Marlin/issues/2121
2125,#2125_Synchronized_vs_unsynchronized_commands,56,closed,['C: Documentation'],2015-05-19 10:20:55+00:00,2016-04-23 11:28:21+00:00,https://github.com/MarlinFirmware/Marlin/issues/2125
2133,#2133_Automatic_Generation_of_Versioning_Information_from__git__Repository,2,closed,"['PR: Improvement', 'Needs: Work', 'Needs: More Data', 'T: Development']",2015-05-21 14:41:21+00:00,2016-04-23 11:27:56+00:00,https://github.com/MarlinFirmware/Marlin/issues/2133
2139,#2139_HAL_support_definition_and_BSP,18,closed,"['PR: Improvement', 'Needs: Work', 'Needs: More Data', 'C: Boards/Pins', 'T: Development']",2015-05-22 12:48:43+00:00,2016-04-23 11:27:37+00:00,https://github.com/MarlinFirmware/Marlin/issues/2139
2151,#2151_Arduino_1_6_4_does_not_compile,47,closed,['C: Documentation'],2015-05-24 18:04:06+00:00,2016-03-26 06:34:49+00:00,https://github.com/MarlinFirmware/Marlin/issues/2151
2152,#2152_How_change_pulse_width_in_Marlin_1_0_firmware_for_AM882_stepper_motor_,4,closed,"['Needs: Work', 'Needs: More Data', 'C: Documentation', 'C: Boards/Pins']",2015-05-24 20:22:24+00:00,2016-04-23 11:26:56+00:00,https://github.com/MarlinFirmware/Marlin/issues/2152
2155,#2155_Better_LCD_SD_Configuration,14,closed,"['Needs: More Data', 'C: Boards/Pins', 'T: Development', 'T: Design Concept', 'C: Configuration']",2015-05-25 06:25:59+00:00,2016-05-04 13:37:37+00:00,https://github.com/MarlinFirmware/Marlin/issues/2155
2159,#2159_Delta___Per_tower_rod_trim,80,closed,"['T: Feature Request', 'Needs: Work']",2015-05-25 14:47:20+00:00,2017-11-01 01:37:20+00:00,https://github.com/MarlinFirmware/Marlin/issues/2159
2160,#2160_Not_so_autoleveling,43,closed,['Needs: More Data'],2015-05-25 19:49:21+00:00,2016-04-23 11:26:37+00:00,https://github.com/MarlinFirmware/Marlin/issues/2160
2161,#2161_GCODE_buffer_overflow_hangs_Marlin_,15,closed,"['Bug: Potential ?', 'Needs: More Data']",2015-05-25 20:14:24+00:00,2016-04-23 11:26:13+00:00,https://github.com/MarlinFirmware/Marlin/issues/2161
2162,#2162_LCD_change_filament_command_not_working_,12,closed,['Needs: More Data'],2015-05-25 21:52:10+00:00,2015-07-18 01:14:36+00:00,https://github.com/MarlinFirmware/Marlin/issues/2162
2178,#2178_need_a_troubleshooting_suggestion_re_heaters,10,closed,"['Bug: Potential ?', 'Needs: More Data']",2015-05-27 20:37:22+00:00,2015-07-18 13:09:18+00:00,https://github.com/MarlinFirmware/Marlin/issues/2178
2189,#2189_Accidental_presses,16,closed,"['T: Feature Request', 'Needs: More Data']",2015-05-28 18:45:40+00:00,2016-05-04 13:31:53+00:00,https://github.com/MarlinFirmware/Marlin/issues/2189
2206,#2206_forgot_pass_to_http___www_marlinfirmware_org___-_reset_email_is_not_coming,2,closed,"['C: Documentation', 'T: Development']",2015-05-31 14:58:43+00:00,2015-06-29 12:00:55+00:00,https://github.com/MarlinFirmware/Marlin/issues/2206
2213,#2213_People_cant_request_accounts_at_http___www_marlinfirmware_org_,6,closed,['T: Development'],2015-06-01 06:50:55+00:00,2015-06-29 12:00:36+00:00,https://github.com/MarlinFirmware/Marlin/issues/2213
2215,#2215_Coders_still_needed,6,closed,['T: Development'],2015-06-01 08:45:47+00:00,2015-06-29 12:01:16+00:00,https://github.com/MarlinFirmware/Marlin/issues/2215
2217,#2217_Serial_Communication_Problem_With_Octoprint,12,closed,['Bug: Potential ?'],2015-06-01 10:54:35+00:00,2015-10-13 23:31:38+00:00,https://github.com/MarlinFirmware/Marlin/issues/2217
2237,#2237_SD_card_printing_should_disable_heaters_when_finished,46,closed,['T: Feature Request'],2015-06-03 08:35:44+00:00,2016-05-04 13:31:59+00:00,https://github.com/MarlinFirmware/Marlin/issues/2237
2241,#2241_Extruder_motor_running_during_DRYRUN,5,closed,['Bug: Potential ?'],2015-06-03 13:13:53+00:00,2015-10-12 04:03:51+00:00,https://github.com/MarlinFirmware/Marlin/issues/2241
2244,#2244_Workflow_Discipline_and_Conventions_for_Automatic_Versioning,4,closed,['T: Development'],2015-06-03 16:09:55+00:00,2016-04-23 11:25:25+00:00,https://github.com/MarlinFirmware/Marlin/issues/2244
2246,#2246_Travis_CI_Testing_with_Arduino_1_6_3+,7,closed,['T: Development'],2015-06-03 17:30:45+00:00,2015-06-29 12:56:01+00:00,https://github.com/MarlinFirmware/Marlin/issues/2246
